"Title","URL","h1 headings","h1 count","h2 headings","h3 headings","h4 headings"
"女性用風俗のリアル女風レポ｜編集部が取材した利用者インタビュー集｜ウラカレコラム | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/interview","女風レポ、編集部が取材した本当のところ。","","取材しているのは、こんな編集部です。, あなたは今、どのあたりにいますか？, 隣の誰かは、どんな夜を過ごしているか, 編集部の取材から、見えてきた数字, 取材で出会った、忘れられない言葉, あなたに近い体験者を探す, 編集部の取材ポリシー, 「私は、この人に近いかも」から読むFAQ, このガイドを書いている僕たちのこと, 動画で読むウラカレ, 読んだ感想を、LINEで送ってもらえると嬉しいです。","「行ってみたいけど、まだ怖い」と検索したあなたへ, 「なんでもっと早く予約しなかったんだろう」｜離婚後に女風で変わった30代後半の体験談レポ, 旦那の風俗発覚、どうする？｜女性用風俗で離婚を決めた37歳の女風レポ, 「想像と、ぜんぜん違った」初体験のあと, 女風行ってみた｜1人目ハズレ、2人目で人生変わった体験談レポ, 「2回目以降、どう付き合う？」を考えるあなたへ, '自分との約束を守れた日'から変わった｜女風レポ ミクさんインタビュー vol.2, 「行ってよかった」が、人生のどこに残ったか, 旦那の風俗発覚、どうする？｜女性用風俗で離婚を決めた37歳の女風レポ, 数年通った人は、いま何を話しているか, 謝礼は受け取らない・支払わない, 取材時間は60〜120分（最長4時間）, 写真・実名の使用は本人選択, 編集後の本人確認を必須化, 都合の悪い話も載せる, 取材者は、現場のセラピスト本人, ステマ・口コミ系, やらせ・嘘・実在性系, 怖い・不安系, ガチ恋・依存系, 取材依頼・参加系",""
"女性のオナニーの'正しい'やり方｜2,000人を見てきた女風のプロが本音で解説 | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/self-pleasure/self-pleasure-guide","女性のオナニーの'正しい'やり方｜2,000人を見てきた女風のプロが本音で解説","","セルフプレジャーは'自分を大切にする行為', 多くの女性がやっている'間違ったオナニー'4つ, セルフチェック — あなたのやり方、大丈夫？, 本当に気持ちいいセルフプレジャーのやり方【ステップガイド】, 足ピン・強刺激からの「卒業ステップ」, 「濡れない」「イけない」 — よくある悩みQ&A, 自分の体を知ることから始めよう, 関連記事, よく読まれている記事, 参考文献・出典一覧","足ピンオナニー, 床オナ・圧迫系（枕挟みなど）, 手の力が強すぎる・おもちゃの振動が強すぎる, そもそもセルフプレジャーをしたことがない, Step 1 — 環境を整える, Step 2 — いきなり触らない。全身を感じる, Step 3 — クリトリスの基本, Step 4 — 膣内の感覚を知る, 大事なこと: 自分を責めない, ほまれ",""
"女風（女性用風俗）はどこまで？「本番」はなぜ起きるのか｜全国No.1まで走ってわかった業界構造 | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/jofu-guide/honban-real-talk","女風で「本番」はなぜ起きる？きれいごと抜きの業界の話","","「本番はない」、その先の「どこまで」という問い, 現場で、本当のところ何が起きているのか, なぜ本番は起きるのか｜3つの構造, 本番を「求める」側の話。需要も、この構造をつくる, 本番に頼る子が、むしろ消える理由, なぜ女風の「本番」は、薄っぺらいのか, では、本当に価値があるのは何か, お店はどう防ぐのか。そして、その限界, で、結局、お店はどう選べばいいのか, よくある質問（FAQ）, 関連記事, よく読まれている記事, 参考文献・出典一覧","(a) 待機所の空気。「みんながやってるなら」が伝染する, (b) 「良かれと思って」の本番営業。一番見えにくい入口, (c) 個人の欲。性欲と承認欲求, ＋ お客様側からの圧。本番はセラピストだけの話じゃない, 出会った一言目が「セックスしろ」だった人, 「セックスされないと不安になる」と言った人, 現場のクレームで見える、男女の非対称, これは、ひとつの社会問題だと思っている, ほまれ",""
"中イキのやり方・方法・前兆｜できない人向け練習ステップ・女性2,000人をケアした女風セラピストが解説 | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/self-pleasure/nakaiki-guide","中イキ、できないのはおかしい？｜延べ2,000人と向き合ってわかったこと","","中イキの仕組み｜あなたの体の中で何が起きているのか, 「中イキできない」は普通のこと, 2,000人をカウンセリングして見えた4つのパターン, 中イキの前兆｜体が出す4つのサイン, 一人でできる中イキ練習ステップガイド, 心のブレーキを外す, プロのセラピストと一緒に開発するという選択肢, 最後に｜「気にしなくなってからが始まり」, よくある質問, 関連記事, よく読まれている記事, 参考文献・出典一覧","クリトリスは「氷山の一角」, 中イキと外イキ｜何が違うのか, Gスポットの科学的な正体, なぜ多くの女性が「できない」のか, 初回カウンセリング｜現在地を知る, 現場で大切にしている2つのこと, サイン1: 「おしっこが出そう」な感覚（いちばんよく聞きます）, サイン2: 呼吸の変化（浅く速い → ふっと深い）, サイン3: 内股の小さな震え, サイン4: 横隔膜の震え, 「前兆っぽい感覚」を見逃さないコツ, ステップ1: 体を準備する, ステップ2: 体の癖を直す, ステップ3: 中の感覚を育てる, テクニックより「ブレーキを外す」方が大事, 「力を入れる」と「力を抜く」のサイクル, 1年かけて、初めて中イキできた女性の話, ほまれ","必ず聞く4つの経験, 「中が気持ちいい人」と「そうでない人」でアプローチは変わる, 「痛い？」と聞くか、「痛くない？」と聞くか, 「セックスは我慢する時間だと思っていた」, 練習方法1: お風呂に入って、体をほぐす, 練習方法2: まずは「外」から始める, 練習方法3: 足ピンをやめる, 練習方法4: 呼吸を意識する, 練習方法5: 「中」の感覚に少しずつ慣れる, 練習方法6: 「気持ちいい」を積み重ねる"
"女風で働くとモテる男になる理由。前戯テクから沼らせスキルまで｜2年連続No.1オーナーの本音 | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/industry/male-lifelong-skills","女風セラピストで男が身につく一生のスキル7つ｜2年連続No.1オーナーの本音","","女性心理の深い理解 — 言葉の裏を読む力, 本物の聞く力（傾聴）— 営業でも家庭でも最強の武器, プロのボディテクニック — 大切な人に一生提供できる手の技, 女性を本当に満足させるセクシャルテクニック — 中イキ・外イキ・脳イキ, 安心感を作る8つのテクニック — 明日から真似できる, 営業・セールストーク — 独立・起業への最短ルート, メンタルマネジメント — 強者のマインドセットが身につく, プロとしての品格 — 環境が男を作る, 強者のマインドセット — 男として一生使えるスキル7つを身につけた男はどう変わるか, よくある質問, まとめ — 男として一生使えるスキルを身につけた、少数派の男へ, 話を聞いてみませんか？, 関連記事, よく読まれている記事, 参考文献・出典一覧","外イキ（クリトリス・Gスポット）, 中イキ（ポルチオ開発）, 潮吹き, 脳イキ（耳・言葉だけでイケる人もいる）, クンニ・手マンなどの前戯テクニック, たくさん話す, 共感しながら聞く, 一緒にお風呂に入る, アロマ・お香, 暖色系の間接照明, アイマスク, 目を閉じてもらう, 肩・背中のマッサージ, アフターフォローLINEの具体例, 料理店経営の例え — この仕事の本質, ほまれ",""
"プレジャーケアとは？女性が自分を喜ばせる3原則｜ウラカレコラム | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/industry/pleasure-care-toha","プレジャーケアとは？女性が自分を喜ばせる3原則｜ウラカレコラム","","プレジャーケアとは何か, なぜ「プレジャーケア」という言葉を作ったのか, プレジャーケアの3原則, なぜプレジャーケアでは、自分を主役でいられるのか, なぜプレジャーケアが必要なのか, プレジャーケアへの3ステップ, プレジャーケアを支える科学, プレジャーケアがもたらす変化, よくある誤解, 今日から始める小さな一歩, 既に使ったことがある方へ, よくある質問（FAQ）, 関連記事, 関連記事, よく読まれている記事, 参考文献・出典一覧","感じる（Feel）, 繋がる（Connect）, 受け入れる（Accept）, STEP 1｜準備：自分と繋がる, STEP 2｜準備：身体を整える, STEP 3｜本番：信頼できる他者の手に、身を委ねる, ほまれ",""
"処女のあなたへ。女性用風俗という選択肢の本当の意味 | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/jofu-guide/virgin-jofu","処女のあなたへ。女性用風俗という選択肢の本当の意味","","夜23時、「処女 取り残された」で検索したあなたへ, 実は、日本の20代女性の3人に1人が処女です, 「痛い」「出血する」は本当か? 医学が明かす処女膜の真実, 今夜、あなた一人でできる性的準備, 「初体験は好きな人と」、25歳まで童貞だった僕が思うこと, 「性的な経験の準備」は、別の話 — 女風という選択肢を中立に, 男目線の本音 — 2,000人を担当してきた僕が思うこと, プロの手で何が変わるか — 1本指、10〜30分、気持ちいい場所探し, 選択肢を整理する — 好きな人 / プロと予習 / アプリ / 業者, 25歳まで童貞だった僕から、あなたへの手紙, よくある質問, 関連記事, よく読まれている記事, 参考文献・出典一覧","一人でできる性的準備の5ステップ, 1本指から、必ず始める, 10〜30分かけて、気持ちいい場所を「一緒に」探す, 「痛えって言っていいんだよ」, ほまれ",""
"女風セラピストの収入事情｜バック率と月収モデルを現役オーナーが全部公開する | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/industry/therapist-income","女風セラピストの収入事情｜バック率と月収モデルを現役オーナーが全部公開する","","この仕事の1ヶ月目、手取りは15万だった, バック率の闇 — 全国1位でも50%だった, だから、全部変えた — 東京裏彼氏のスライド制, 7つの違い — 業界の「当たり前」と東京裏彼氏, 月収シミュレーション — 週2、週3、フルで働いたら, 「最初は稼げないんでしょ？」 — 正直に答える, なぜこの仕組みにしたか — お金の話だけじゃ終われない, よくある質問（FAQ）, 最後に, 話を聞いてみませんか？, 関連記事, よく読まれている記事, 参考文献・出典一覧","ほまれ",""
"ウラカレコラム 全記事一覧 | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/all","すべての記事","","","女風（女性用風俗）はどこまで？「本番」はなぜ起きるのか｜全国No.1まで走ってわかった業界構造, 中イキのやり方・方法・前兆｜できない人向け練習ステップ・女性2,000人をケアした女風セラピストが解説, 女風セラピストで男が身につく一生のスキル7つ｜2年連続No.1オーナーの本音, プレジャーケアとは？女性が自分を喜ばせる3原則｜ウラカレコラム, 旦那の風俗発覚、どうする？｜女性用風俗で離婚を決めた37歳の女風レポ, 処女のあなたへ。女性用風俗という選択肢の本当の意味, 女風セラピストの収入事情｜バック率と月収モデルを現役オーナーが全部公開する, 女性用風俗を自宅で受けるときの準備｜現役セラピストが本音で教えます, 女性のオナニーの'正しい'やり方｜2,000人を見てきた女風のプロが本音で解説, 女風セラピストはきつい？やめたい・続かない・接客がしんどい、現役5年の本音レポート, 外国人の女性用風俗利用が急増中｜現役オーナーが語る、安心して通えるお店づくりの裏側, 「なんでもっと早く予約しなかったんだろう」｜離婚後に女風で変わった30代後半の体験談レポ, '自分との約束を守れた日'から変わった｜女風レポ ミクさんインタビュー vol.2, 30代女性の女性用風俗ガイド｜2,000人施術したオーナーが見た「30代が一番変わる」理由, 女性用風俗のお店選び完全ガイド｜業界の中の人が教える、安全な店・危ない店の見分け方, ラブホに一人で入るの恥ずかしい？女性用風俗歴5年・2,000人を見てきた現役オーナーの回答, 女風行ってみた｜1人目ハズレ、2人目で人生変わった体験談レポ, 女性用風俗の当日の流れ｜予約〜退室まで完全シミュレーション, 女性用風俗が「怖い」あなたへ｜現役オーナーが10の誤解を本音で解説, 女性の性欲は恥ずかしくない｜年代別の変化と付き合い方, デリケートゾーンケア完全ガイド｜'あそこ'の洗い方・におい対策, セックスが痛い…我慢してない？｜53.6%が経験する原因と対処法, 女風セラピストのメンタルケア｜誰にも言えない5つの悩みと、それでも「最高に面白い」と思える理由, 旦那や彼氏がいるのに女性用風俗(女風)は浮気? その罪悪感を、2,000人を接客した全国No.1現役セラピストが正直に答えます, セクシャルウェルネスとは？｜「自分の体を大切にしていい」と思えるようになる5つの習慣, 自己肯定感が低い女性へ｜夜寝る前の“自分を抱きしめる”習慣, 眠れない夜に試したい入眠テクニック5選｜自律神経を味方にする, ドラマ『ジョフウ』で話題の女性用風俗、実際はどう？｜原作の取材を受けた現役オーナーが語る, セックスレスに悩む女性へ｜浮気でも我慢でもない「第三の選択肢」とは, セルフプレジャーに罪悪感を感じなくていい理由｜2,000人の女性を見てきたセラピストの本音, 寂しい夜の過ごし方7選｜“夜だけ寂しくなる”のは脳のせいだった, 女性用風俗（女風）とは何？流れ・料金・本番の有無を2,000人施術の現役オーナーが正直に答えます",""
"女性用風俗を自宅で受けるときの準備｜現役セラピストが本音で教えます | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/jofu-guide/jofu-home-preparation","女性用風俗を自宅で受けるときの準備｜現役セラピストが本音で教えます","","自宅 vs ホテル — どっちがいいの？, 当日やることはこれだけ, セラピストが本音で教える「これだけでOK」準備リスト, セラピストが持参するもの・お客様にお願いしていること, バレない対策, よくある質問, 最後に, 関連記事, よく読まれている記事, 参考文献・出典一覧","オイルでシーツが汚れない？, ほまれ",""
"セックスレスに悩む女性へ｜浮気でも我慢でもない「第三の選択肢」とは | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/night-care/sexless-solutions-for-women","セックスレスに悩む女性へ｜浮気でも我慢でもない「第三の選択肢」とは","","あなたは悪くない——68.2%がセックスレスという現実, セックスレスが静かに壊すもの——自己肯定感とタッチ飢餓, 「話し合い」だけでは解決しない理由, 「セックスの再開」がゴールじゃなくていい, 浮気でも我慢でもない、第三の選択肢, 「大切にされる体験」が自分を取り戻す——セラピストが見てきた変化, よくある質問, セックスレスに苦しんでいるあなたへ, 関連記事, よく読まれている記事, 参考文献・出典一覧","独身より深い、既婚者のタッチ飢餓, 「すれ違い」はどうやって生まれるのか, セルフプレジャー——自分の体を取り戻す, セルフタッチ——Sensate Focusの一人バージョン, プロのタッチケア——「大切にされる体験」, ほまれ",""
"デリケートゾーンケア完全ガイド｜'あそこ'の洗い方・におい対策 | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/body-care/delicate-zone-care-guide","デリケートゾーンケア完全ガイド｜'あそこ'の洗い方・におい対策","","「あそこ」のケア、恥ずかしくて聞けないあなたへ, デリケートゾーンの科学｜膣内フローラとpHの仕組み, デリケートゾーンの正しい洗い方｜「洗いすぎ」が最大のリスク, におい・黒ずみ・かゆみの真実｜あなたの身体は「正常」です, 年代別ケアガイド｜20代から更年期まで, デリケートゾーンの自信が、あなたの人生を変える, プロのセラピストが教える「本当のケア」, さいごに——「気にしてる時点で、あなたは素晴らしい」, よくある質問, 関連記事, よく読まれている記事, 参考文献・出典一覧","みんな、気にしてます, あなたの膣には「守り神」がいる, ホルモンで膣内環境は毎月変わる, なぜダメなのか——科学的な理由, 正しい洗い方——6ステップ, やめるべきことリスト, それでも臭いが気になるなら——「毛」を疑ってみて, 黒ずみについて——「ある程度黒ずむものです」, においについて——正直な話をします, かゆみについて, 20代：はじめてのケア, 30代：妊娠・出産で身体が一気に変わる, 40代：ホルモンの変化と向き合う, 50代〜：更年期のケア, 全年代共通「これだけやれば大丈夫」3つ, 「自分の身体が恥ずかしい」が奪うもの, 「恥」を作っているのは、広告かもしれない, 「一番一緒にいるのは、自分」, 「大切にされた経験」がケアの本質, 「マイナス減点方式」で考える, 身体に触れることの科学, ほまれ",""
"ほまれ｜東京裏彼氏 オーナー / 現役セラピスト・女性用風俗（女風）No.1 - ウラカレコラム | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/author/homare","ほまれ","","経歴, 専門知識・研修歴, 東京裏彼氏のセラピスト研修制度, 受賞歴, メディア出演・掲載, 僕がこの仕事に人生を捧げる理由, 育ててくれた場所への恩返し, ほまれに会いに行く, 記事執筆の姿勢, 大切にしていること, この著者の記事","テレビ, 雑誌・Web, 出版物・映像作品への協力, YouTube",""
"東京の女風セラピスト人気ランキング｜東京裏彼氏","https://urakare.jp/ranking","","","","",""
"ラブホに一人で入るの恥ずかしい？女性用風俗歴5年・2,000人を見てきた現役オーナーの回答 | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/jofu-guide/hotel-anxiety","ラブホ入るの恥ずかしい？知れば、怖くない","","ラブホに一人で入るの、正直恥ずかしいですよね, ラブホ vs 自宅、あなたに合うのはどっち？, 「ラブホ恥ずかしい」の正体｜知らないだけの話, ラブホを知れば怖くない、知らないから恥ずかしいだけ, ラブホに一人で入るのが無理でも「セラピストと待ち合わせ」でOK, よくある質問, 関連記事, よく読まれている記事","① どのラブホテルを選べばいいかわからない, ② ラブホの入り方・チェックインがわからない, ③ 女性一人で入るのが恥ずかしい, 自宅に呼ぶ場合の「最低限これだけ」, スポットライト効果（自分への注目度を脳が2倍に見積もる）, 透明性の錯覚（自分の緊張がバレてる感は思い込み）, 体型が気になる方へ, よくある待ち合わせスポット, ホテルが混んでいたら？, まずはLINEで相談してください, ほまれ",""
"30代女性の女性用風俗ガイド｜2,000人施術したオーナーが見た「30代が一番変わる」理由 | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/jofu-guide/jofu-30dai-guide","30代女性の女性用風俗ガイド｜2,000人施術したオーナーが見た「30代が一番変わる」理由","","30代女性の67.8%がセックスレス——あなたは一人じゃない, 30代の性欲は「異常」じゃない——科学が証明する「成熟」, 女性用風俗の利用者ってどんな年齢層？｜30代が一番多い理由, 「話し合い」だけじゃ、どうにもならない時がある, 「セカンドバージン」を超えた先にあるもの, 30代の「今」がベストタイミングな理由, 初めての方へ——30代の利用ガイド, よくある質問, 30代のあなたへ, 関連記事, よく読まれている記事, 参考文献・出典一覧","「この年齢で恥ずかしくない？」——答えはNO, ほまれ",""
"女性用風俗が「怖い」あなたへ｜現役オーナーが10の誤解を本音で解説 | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/jofu-guide/jofu-misconceptions","女性用風俗が「怖い」あなたへ｜現役オーナーが10の誤解を本音で解説","","誤解① 「怖い場所」→ 怖いのは“知らない”から, 誤解② 「本番（性行為）がある」→ 法律で禁止されています, 誤解③ 「違法・グレーゾーン」→ 届出済みの合法サービスです, 誤解④ 「バレたら人生終わり」→ バレる確率より、恐怖のコストの方が大きい, 誤解⑤ 「恥ずかしい人が行くところ」→ それ、ダブルスタンダードの罠です, 誤解⑥ 「特殊な人しか行かない」→ 街中を歩いてる、全ての女性が来ます, 誤解⑦ 「パートナーへの裏切り」→ セルフケアと浮気は別の話, 誤解⑧ 「トラブルだらけ」→ 安全な店には、安全な理由がある, 誤解⑨ 「一度行くと依存する」→ 依存と充足は、全然違う, 誤解⑩ 「男性用風俗の女性版」→ 目的も体験も、全く別物です, 女風に興味があるけど迷っているあなたへ, よくある質問（FAQ）, 関連記事, よく読まれている記事","安全な女風を見分ける5つのチェックポイント, ほまれ",""
"自己肯定感が低い女性へ｜夜寝る前の“自分を抱きしめる”習慣 | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/night-care/self-esteem-embrace","自己肯定感が低い女性へ｜夜寝る前の“自分を抱きしめる”習慣","","日本の女性の自己肯定感は、7カ国で最低, なぜ「夜」に自己肯定感が下がるのか, “自分を抱きしめる”が科学的に効く理由, 今夜からできる「寝る前セルフハグ」3つのやり方, セルフコンパッション日記：寝る前3行で変わる, セラピストとして伝えたいこと——僕自身の話, 一人でがんばらなくていい, あなたへのメッセージ, よくある質問, 関連記事, よく読まれている記事, 参考文献・出典一覧","夜の脳は「反芻モード」に入りやすい, 反芻思考はストレスホルモンを23.6%も上げる, 20秒のセルフタッチで、ストレスホルモンが下がる, バタフライハグで「脳の不安スイッチ」がオフになる, セルフコンパッション x 睡眠の質, やり方1：ベーシック・セルフハグ（20秒〜）, やり方2：バタフライハグ（1〜3分）, やり方3：セルフコンパッション・ハグ（3〜5分）, 書き方（寝る前3行）, ほまれ",""
"女風セラピストはきつい？やめたい・続かない・接客がしんどい、現役5年の本音レポート | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/industry/therapist-reality","女風セラピスト『やめたい』と思った夜｜現役5年・オーナーの本音","","お客様がきつい瞬間  - 「きつい面」6つの実態, 「やめたい」と思った夜の話  - たった一度だけあった例外, メンタルが折れないための日常  - 「だらだらしない」のルーティン, それでも続ける理由  - お客様の笑顔と感謝, 女風セラピストの1日  - 予約から解散まで, 女性用風俗のセラピストに向いている人、向いていない人, 僕がこの仕事を選んだ理由  - 営業マンからの転身, 「うちの店はここが違う」  - ウラカレの環境, よくある質問（FAQ）, 最後に  - 「怪しい時が一番参入し時」, 話を聞いてみませんか？, 関連記事, よく読まれている記事","① 感情労働の重さ - 人間として見られない瞬間がある, ② 社会的な偏見 - 「何の仕事してるの？」への答え方, ③ 収入の不安定さ - 1ヶ月目は15万円だった, ④ 体力の消耗 - 3件以上入ると超きつい, ⑤ 孤独 - 深夜の帰り道で一人, ⑥ お客様がきつい時  - 物理と精神の2軸, たった一度だけあった  - 1日3件全員に人として見られなかった夜, 何で踏みとどまったか  - お客様の笑顔と「もう一度だけ」, 辞めていったセラピ4タイプ - 簡単に稼げると思ってるタイプがダントツ多い, 核心は「だらだらしない」, 限界時の即時対処 3点, 3年通ったお客様が、20キロ痩せて彼氏ができた話, 収入のリアル  - バック率50〜90%, 一生モノの「男のスキル」が身につく, ダサかった自分が変われた, 向いている人の3つの特徴, 向いていない人の特徴, ほまれ","物理的にきつい, 精神的にきつい, 「接客の使い分け」は結局できない, 最多の「簡単に稼げると思ってる型」を、もう少し細かく, モテてきた人は向いてる？2つのタイプに分かれる"
"女風セラピストのメンタルケア｜誰にも言えない5つの悩みと、それでも「最高に面白い」と思える理由 | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/industry/therapist-mental-care","女風セラピストのメンタルケア｜誰にも言えない5つの悩みと、それでも「最高に面白い」と思える理由","","「誰かを癒す仕事」が、なぜ自分を蝕むのか, セラピストのメンタルを追い詰める「感情労働」の正体, 女性用風俗セラピストが直面する「5大メンタル課題」, 科学が教える「効くセルフケア」——5大課題への処方箋, 「一人で抱えなくていい」——組織的メンタルケアの力, 「この仕事を選んでよかった」と思える場所, 「癒す側」のケアを本気で考えている環境で働きませんか？, よくある質問, 話を聞いてみませんか？, 関連記事, よく読まれている記事, 参考文献・出典一覧","「表面的な笑顔」と「本気の共感」——科学が示す明暗, 女風セラピストの「四重負荷」, 課題1: 共感疲労——「お客様の感情を身体で受け取ってしまう」, 課題2: 境界線の揺らぎ——ガチ恋と「あえて線を引く」技術, 課題3: 社会的スティグマ——「頭では誇りを持っているのに」, 課題4: アイデンティティの揺らぎ——「本当の自分」はどこにいるのか, 課題5: 孤立と「報われなさ」——売れるほど一人になる矛盾, 処方箋1: 共感疲労には「感情のリセットルーティン」, 処方箋2: 境界線には「意識的な役割明確化」, 処方箋3: スティグマには「自分の物語を持つ」, 処方箋4: アイデンティティの揺らぎには「本気の共感」を軸に, 処方箋5: 孤立には「セルフコンパッション」と「人に話す」, 僕のリアルなセルフケア——サウナと運動, もう一つの処方箋——アドラー心理学の「課題の分離」, あなたは今、どの段階？——セルフチェック, 僕がお店で意識していること, 「お金をゴールにしちゃダメ」の本当の意味, 女風セラピストに向いている人の特徴・性格, これから目指す人へ, ほまれ",""
"","https://urakare.jp/therapist/4/reviews","れいの口コミ","","","",""
"","https://urakare.jp/therapist/1/reviews","ほまれの口コミ","","","",""
"","https://urakare.jp/therapist/4/diary","","","","",""
"","https://urakare.jp/therapist/4/diary/3d2b988e-62b1-42cb-9934-023c48da7063","急いで待ち合わせに向かいながら歩いて自撮り(笑)","","","",""
"","https://urakare.jp/therapist/4/diary/3a732f5c-ea67-4adb-b25d-3c775910c52f","出勤！","","","",""
"","https://urakare.jp/therapist/4/diary/453dc909-e93d-42a9-8b96-d7e244cc3168","初出勤","","","",""
"","https://urakare.jp/therapist/1/diary","","","","",""
"","https://urakare.jp/therapist/1/diary/247447c5-8518-4be8-b702-6dee1d031fc0","【ViVi11月号】掲載のお知らせ","","","",""
"","https://urakare.jp/therapist/1/diary/f78f90f4-7e5b-4923-8e0b-eadf4577b9ed","7月のお礼","","","",""
"","https://urakare.jp/therapist/1/diary/e0f60397-5ff2-4e90-8d8f-5d8b9e427366","赤ちゃんと遊ぶ時間","","","",""
"","https://urakare.jp/therapist/1/diary/1f82bb02-95d2-4098-b050-a6e7ba3a8a0d","【モデルプレス掲載】","","","",""
"ミクさん｜お客様インタビュー体験者プロフィール - ウラカレコラム | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/interview/miku","ミクさん","","インタビュー記事, ミクさんの変化の軌跡","'自分との約束を守れた日'から変わった｜女風レポ ミクさんインタビュー vol.2, 女風行ってみた｜1人目ハズレ、2人目で人生変わった体験談レポ",""
"セックスが痛い…我慢してない？｜53.6%が経験する原因と対処法 | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/body-care/sex-pain-causes-and-self-care","セックスが痛い…我慢してない？｜53.6%が経験する原因と対処法","","セックスが痛いのは「あなただけ」じゃない｜10-20代の53.6%が経験, なぜ痛い？「入口の痛み」と「奥の痛み」の原因を科学で解説, 「痛い→怖い→もっと痛い」悪循環の正体, 今夜からできる5つの対処法, 自分だけでは届かない「体の緊張」がある, 「痛い」をパートナーに伝える3ステップ, こんな時は婦人科へ——受診のハードルを下げる3つのヒント, 我慢でも諦めでもない、「プロのプレジャーケア・セラピスト」という選択肢, よくある質問, 関連記事, よく読まれている記事, 参考文献・出典一覧","数字が示す「言えない痛み」のリアル, 入口付近の痛み, 奥の方の痛み, あなただけの問題じゃない——男性側の原因も, 「体を見られるのが怖い」も痛みに直結する, ① 潤滑剤を「正しく」使う, ② 骨盤底筋を「ゆるめる」トレーニング, ③ セルフタッチで自分の体を知る, ④ マインドフルネス呼吸法, ⑤ パートナーへの伝え方, ステップ1: 否定形じゃなく、肯定形で伝える, ステップ2: 褒めて誘導する, ステップ3: セックスの「外」で話す, 受診のハードルを下げるヒント, ほまれ",""
"寂しい夜の過ごし方7選｜夜だけ寂しくなるのは脳のせいだった | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/night-care/lonely-night-how-to-spend","寂しい夜の過ごし方7選｜夜だけ寂しくなるのは脳のせいだった","","なぜ夜になると寂しくなるのか？——原因は脳のしくみにあった, 「人肌恋しい」の正体とは？——スキンハンガーという生理的欲求, 寂しい夜の過ごし方7選——一人の夜を心地よく変える方法, 「触れられたい」は恥ずかしいことじゃない —— セラピストが伝えたいこと, 寂しい夜に関するよくある質問, 今夜のあなたへ, 関連記事, よく読まれている記事, 参考文献・出典一覧","セロトニンが減る夜は、感情のブレーキが効かなくなる, コルチゾールが最低値になる深夜0時の落とし穴, 「考えすぎ」じゃない。副交感神経が感情を表に出している, 「触れられたい」はC触覚求心性神経が生み出している, 15分のタッチでオキシトシンが増加する, 日本で最も孤独なのは26歳女性という現実, ① 温めのお風呂に15分つかる —— 深部体温を上げてセロトニンを補う, ② 「3行日記」で今日の自分を認める, ③ 好きな香りで部屋を満たす —— 嗅覚は感情に直結する, ④ 肌触りのいいものに包まれる —— 触覚セルフケアの第一歩, ⑤ 「聴く」に集中する夜 —— ポッドキャスト・ASMR・ラジオ, ⑥ 体を動かす —— ポジティブなホルモンを自分で出す, ⑦ プロの手で癒される選択肢 —— 出張マッサージという体験, ほまれ",""
"アヤさん｜旦那の風俗発覚から女性用風俗で離婚を決めた30代後半エステ経営者の体験談プロフィール - ウラカレコラム | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/interview/aya","アヤさん","","アヤさんの言葉, インタビュー記事, アヤさんの軌跡, 女性経営者としての事業観, 愛犬・小麦ちゃん, この記事を読む女性へ","旦那の風俗発覚、どうする？｜女性用風俗で離婚を決めた37歳の女風レポ",""
